"Tank #","Facility ID",Capacity,Status,Substance,"Tank Material","Date Installed",Atg,Delete
3,6-300019,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1981, ,
1,6-300020,1000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1985, ,
2,6-300020,250,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1987, ,
1,6-300021,10000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",09/01/1981, ,
2,6-300021,10000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",09/01/1981, ,
3,6-300021,3000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",04/01/1986, ,
4,6-300021,3000,Active,Diesel,"Asphalt Coated or Bare Steel",04/01/1986, ,
5,6-300021,12000,Active,"Regular Gasoline","Composite (Steel w/ FRP)",03/01/1995, ,
6A,6-300021,8000,Active,"Premium Gasoline","Composite (Steel w/ FRP)",03/01/1995, ,
6B,6-300021,4000,Active,Diesel,"Composite (Steel w/ FRP)",03/01/1995, ,
7A,6-300021,8000,Active,Diesel,"Composite (Steel w/ FRP)",09/23/2020, ,
7B,6-300021,4000,Active,"E10 Premium","Composite (Steel w/ FRP)",09/23/2020, ,
1,6-300023,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",08/01/1983, ,
2,6-300023,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1982, ,
1,6-300025,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1968, ,
1,6-300026,500,Closure,"Regular Gasoline","Epoxy Coated Steel",12/22/1988, ,
2,6-300026,500,Closure,"Regular Gasoline","Epoxy Coated Steel",12/22/1988, ,
3,6-300026,1000,Closure,"Regular Gasoline","Epoxy Coated Steel",12/22/1988, ,
1,6-300027,1000,Closure,Diesel,"Asphalt Coated or Bare Steel",03/01/1965, ,
2,6-300027,1000,Closure,Gasohol,"Asphalt Coated or Bare Steel",03/01/1965, ,
3,6-300027,1000,Closure,"Used Oil","Asphalt Coated or Bare Steel",04/01/1985, ,
1,6-300028,1200,Closure,Diesel,"Asphalt Coated or Bare Steel",12/22/1988, ,
1,6-300029,1000,Closure,Diesel,"Asphalt Coated or Bare Steel",06/01/1977, ,
2,6-300029,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",06/01/1977, ,
3,6-300029,1000,Closure,"Used Oil","Asphalt Coated or Bare Steel",06/01/1977, ,
4,6-300029,1000,Closure,"Used Oil","Asphalt Coated or Bare Steel",06/01/1977, ,
5,6-300029,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",07/01/1987, ,
1,6-300030,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1971, ,
1,6-300031,12000,Closure,"Aviation Gas","Epoxy Coated Steel",07/01/1981, ,
2,6-300031,12000,Closure,"Aviation Gas","Epoxy Coated Steel",07/01/1981, ,
3,6-300031,12000,Closure,"Jet Fuel","Epoxy Coated Steel",09/01/1989, ,
1,6-300033,7000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1956, ,
2,6-300033,6500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1975, ,
3,6-300033,6500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1975, ,
4,6-300033,500,Closure,"Used Oil","Asphalt Coated or Bare Steel",01/01/1975, ,
1,6-300035,2000,Closure,"Hazardous Substance","Not Listed",01/01/1976, ,
2,6-300035,2000,Closure,Diesel,"Not Listed",01/01/1976, ,
3,6-300035,500,Closure,Diesel,"Not Listed",01/01/1974, ,
4,6-300035,500,Closure,"Regular Gasoline","Not Listed",01/01/1974, ,
1,6-300036,500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1964, ,
2,6-300036,500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1964, ,
3,6-300036,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1964, ,
4,6-300036,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1964, ,
1,6-300037,3000,Closure,Gasohol,"Asphalt Coated or Bare Steel",01/01/1956, ,
2,6-300037,3000,Closure,Gasohol,"Asphalt Coated or Bare Steel",01/01/1956, ,
3,6-300037,2000,Closure,Gasohol,"Asphalt Coated or Bare Steel",01/01/1956, ,
4,6-300037,2000,Closure,"Not Listed","Asphalt Coated or Bare Steel",01/01/1956, ,
5,6-300037,10000,Closure,Gasohol,"Asphalt Coated or Bare Steel",01/01/1971, ,
6,6-300037,500,Closure,Diesel,"Not Listed",01/01/1977, ,
7,6-300037,500,Closure,"Used Oil","Not Listed",01/01/1952, ,
1,6-300038,1000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1981, ,
2,6-300038,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1981, ,
1,6-300039,8000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",06/01/1981, ,
2,6-300039,8000,Closure,Diesel,"Asphalt Coated or Bare Steel",06/01/1981, ,
3,6-300039,9000,Closure,"Used Oil","Asphalt Coated or Bare Steel",06/01/1981, ,
1,6-300040,1000,Closure,Diesel,Unknown,01/01/1971, ,
2,6-300040,1000,Closure,Diesel,Unknown,01/01/1971, ,
1,6-300041,2000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1971, ,
2,6-300041,200,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1979, ,
1,6-300042,1000,Closure,"Regular Gasoline",Unknown,12/22/1988, ,
1,6-300043,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1980, ,
2,6-300043,1000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1980, ,
1,6-300044,500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1966, ,
1,6-300045,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1966, ,
1,6-300046,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1967, ,
1,6-300047,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1977, ,
2,6-300047,4000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1977, ,
3,6-300047,4000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1977, ,
4,6-300047,4000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1977, ,
5,6-300047,12000,Closure,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",06/30/1993, ,
6,6-300047,8000,Closure,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",06/30/1993, ,
1,6-300048,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1976, ,
1,6-300049,12000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1981, ,
2,6-300049,8000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1972, ,
3,6-300049,3000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1972, ,
4,6-300049,2000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1972, ,
5,6-300049,3000,Active,Diesel,"Asphalt Coated or Bare Steel",01/01/1972, ,
6,6-300049,12000,Active,"Regular Gasoline","Cathodically Protected Steel (Galvanic)",06/01/1991, ,
7A,6-300049,6000,Active,"Premium Gasoline","Cathodically Protected Steel (Galvanic)",06/01/1991, ,
7B,6-300049,3000,Active,"E10 Premium","Cathodically Protected Steel (Galvanic)",06/01/1991, ,
7C,6-300049,3000,Active,Diesel,"Cathodically Protected Steel (Galvanic)",06/01/1991, ,
1,6-300051,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/22/1988, ,
2,6-300051,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/22/1988, ,
3,6-300051,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1940, ,
4,6-300051,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1940, ,
1,6-300052,515,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",07/01/1976, ,
2,6-300052,515,Closure,"Regular Gasoline","Not Listed",07/01/1976, ,
3,6-300052,2000,Closure,Diesel,"Cathodically Protected Steel (Impressed Current)",07/01/1976, ,
1,6-300053,2000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1969, ,
2,6-300053,500,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1980, ,
3,6-300053,4000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1982, ,
4,6-300053,2000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1982, ,
1,6-300054,6000,Closure,"Regular Gasoline",Unknown,01/01/1979, ,
1,6-300600,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",04/01/1982, ,
2,6-300600,300,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",04/01/1982, ,
1,6-300601,1000,Closure,"Regular Gasoline","Epoxy Coated Steel",12/22/1988, ,
2,6-300601,1000,Closure,"Regular Gasoline","Epoxy Coated Steel",12/22/1988, ,
1,6-300602,500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1961, ,
2,6-300605,8000,Active,"Premium Gasoline","Composite (Steel w/ FRP)",01/01/1991, ,
3,6-300605,8000,Active,"Regular Gasoline","Composite (Steel w/ FRP)",01/01/1991, ,
5,6-300605,1000,Active,"Used Oil","Cathodically Protected Steel (Impressed Current)",01/01/1991, ,
6,6-300605,6000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1959, ,
7,6-300605,6000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1959, ,
8,6-300605,2000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1959, ,
9,6-300605,500,Active,"Used Oil",Unknown,01/01/1959, ,
1A,6-300605,4000,Active,Diesel,"Composite (Steel w/ FRP)",01/01/1991, ,
1B,6-300605,4000,Active,"Offroad Diesel","Composite (Steel w/ FRP)",01/01/1991, ,
1,6-300606,500,Closure,"Regular Gasoline",Unknown,12/22/1988, ,
2,6-300606,1000,Closure,"Regular Gasoline",Unknown,12/22/1988, ,
1,6-300607,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",05/01/1975, ,
1,6-300608,500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",05/01/1975, ,
1,6-300609,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",05/01/1975, ,
2,6-300609,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",05/01/1975, ,
1,6-300610,500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",05/01/1975, ,
1,6-300611,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/22/1988, ,
2,6-300611,2000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/22/1988, ,
1,6-300612,12000,Active,"Regular Gasoline","Fiberglass Reinforced Plastic",07/01/1994, ,
2,6-300612,12000,Active,"Premium Gasoline","Fiberglass Reinforced Plastic",07/01/1994, ,
3,6-300612,8000,Active,Diesel,"Fiberglass Reinforced Plastic",07/01/1994, ,
1,6-300613,2000,Active,"Regular Gasoline","Composite (Steel w/ FRP)",06/25/1998, ,
1,6-300614,12000,Active,"Regular Gasoline","Fiberglass Reinforced Plastic",10/01/1999, ,
2,6-300614,12000,Active,"Premium Gasoline","Fiberglass Reinforced Plastic",10/01/1999, ,
3,6-300614,6000,Active,Diesel,"Fiberglass Reinforced Plastic",10/01/1999, ,
1,6-300615,12000,Active,"Regular Gasoline","Composite (Steel w/ FRP)",09/01/1999, ,
2A,6-300615,6000,Active,Diesel,"Composite (Steel w/ FRP)",09/01/1999, ,
2B,6-300615,6000,Active,"Premium Gasoline","Composite (Steel w/ FRP)",09/01/1999, ,
1,6-300616,3000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1960, ,
1,6-330002,1800,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1976, ,
2,6-330002,1800,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1976, ,
1,6-330003,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1978, ,
1,6-330004,4000,Closure,Gasohol,"Asphalt Coated or Bare Steel",01/01/1975, ,
2,6-330004,1700,Closure,Gasohol,"Asphalt Coated or Bare Steel",01/01/1975, ,
1,6-330005,12500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1951, ,
2,6-330005,12500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1951, ,
3,6-330005,12500,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1951, ,
4,6-330005,12500,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1951, ,
5,6-330005,500,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1956, ,
6,6-330005,500,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1974, ,
7,6-330005,3000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1986, ,
8,6-330005,3000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1953, ,
9,6-330005,3000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1953, ,
10,6-330005,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1974, ,
1,6-330006,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",06/01/1978, ,
2,6-330006,5000,Closure,Diesel,"Asphalt Coated or Bare Steel",06/01/1978, ,
1,6-330007,10000,Closure,Diesel,Unknown,01/01/1966, ,
2,6-330007,3000,Closure,"Regular Gasoline",Unknown,01/01/1981, ,
2,6-330008,2000,Closure,Diesel,"Asphalt Coated or Bare Steel",06/01/1976, ,
3,6-330008,2000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",06/01/1976, ,
6,6-330008,2000,Closure,Diesel,"Asphalt Coated or Bare Steel",06/01/1976, ,
1,6-330009,3000,Closure,Diesel,"Asphalt Coated or Bare Steel",11/01/1973, ,
2,6-330009,4000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",11/01/1973, ,
3,6-330009,3000,Closure,Diesel,"Asphalt Coated or Bare Steel",06/01/1976, ,
4,6-330009,3000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",06/01/1976, ,
1,6-330010,12000,Active,"Premium Gasoline","Cathodically Protected Steel (Galvanic)",01/01/1986, ,
2,6-330010,12000,Active,"Regular Gasoline","Cathodically Protected Steel (Galvanic)",01/01/1986, ,
3,6-330010,12000,Active,"E10 Regular","Fiberglass Reinforced Plastic",08/08/2014, ,
4,6-330010,12000,Active,"E10 Premium","Fiberglass Reinforced Plastic",08/08/2014, ,
5,6-330010,12000,Active,Diesel,"Fiberglass Reinforced Plastic",08/08/2014, ,
1,6-330011,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",04/01/1971, ,
2,6-330011,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",04/01/1971, ,
1,6-330012,4000,Active,"E10 Regular","Cathodically Protected Steel (Galvanic)",06/01/1989, ,
2,6-330012,6000,Active,"Premium Gasoline","Cathodically Protected Steel (Galvanic)",06/01/1989, ,
3,6-330012,12000,Active,"Regular Gasoline","Cathodically Protected Steel (Galvanic)",06/01/1989, ,
4,6-330012,10000,Active,Diesel,"Cathodically Protected Steel (Galvanic)",06/01/1989, ,
5,6-330012,10000,Active,"Offroad Diesel","Cathodically Protected Steel (Galvanic)",06/01/1989, ,
6,6-330012,10000,Active,Diesel,"Asphalt Coated or Bare Steel",01/01/1974, ,
7,6-330012,3000,Active,"Not Listed","Asphalt Coated or Bare Steel",01/01/1974, ,
8,6-330012,3000,Active,Kerosene,"Asphalt Coated or Bare Steel",01/01/1974, ,
9,6-330012,1000,Active,"Used Oil","Asphalt Coated or Bare Steel",01/01/1960, ,
10,6-330012,10000,Active,Diesel,Unknown,01/01/1954, ,
11,6-330012,5000,Active,"Regular Gasoline",Unknown,01/01/1954, ,
12,6-330012,10000,Active,"Regular Gasoline",Unknown,01/01/1954, ,
13,6-330012,10000,Active,"Regular Gasoline",Unknown,01/01/1954, ,
14,6-330012,3000,Active,Diesel,"Composite (Steel w/ FRP)",03/01/1998, ,
15,6-330012,3000,Active,"Offroad Diesel","Composite (Steel w/ FRP)",03/01/1998, ,
1,6-330013,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1985, ,
2,6-330013,1000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1985, ,
1,6-330014,5000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1978, ,
1,6-330015,650,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1986, ,
2,6-330015,12000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1988, ,
3,6-330015,10000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1986, ,
4,6-330015,10000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1986, ,
5,6-330015,500,Closure,"Used Oil","Asphalt Coated or Bare Steel",12/22/1988, ,
1,6-330016,10000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1976, ,
2,6-330016,6000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1976, ,
1,6-330018,5000,Closure,Diesel,"Asphalt Coated or Bare Steel",05/01/1978, ,
1,6-330019,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",06/01/1980, ,
1,6-330020,1000,Closure,"Used Oil","Asphalt Coated or Bare Steel",01/01/1976, ,
1,6-330021,2000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1977, ,
1,6-330022,10000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1981, ,
1,6-330023,1000,Closure,"Regular Gasoline","Fiberglass Reinforced Plastic",01/01/1978, ,
2,6-330023,10000,Closure,Diesel,"Composite (Steel w/ FRP)",01/01/1978, ,
3,6-330023,1000,Closure,"Regular Gasoline","Cathodically Protected Steel (Galvanic)",11/22/1989, ,
4,6-330023,10000,Closure,"Offroad Diesel","Cathodically Protected Steel (Galvanic)",11/22/1989, ,
1,6-330024,7000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1970, ,
2,6-330024,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1970, ,
3,6-330024,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1970, ,
4,6-330024,6400,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1970, ,
5,6-330024,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1979, ,
6,6-330024,6400,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1970, ,
7,6-330024,5000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1970, ,
8,6-330024,5000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1970, ,
9,6-330024,5000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1970, ,
10,6-330024,7000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1970, ,
11,6-330024,10000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1978, ,
12,6-330024,6000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1978, ,
13,6-330024,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1976, ,
14,6-330024,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1976, ,
15,6-330024,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1976, ,
16,6-330024,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1976, ,
17,6-330024,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1976, ,
18,6-330024,1000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1976, ,
19,6-330024,500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1976, ,
20,6-330024,500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1976, ,
21,6-330024,500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1976, ,
22,6-330024,20000,Closure,"Regular Gasoline","Composite (Steel w/ FRP)",12/20/1998, ,
23A,6-330024,5000,Closure,"Premium Gasoline","Composite (Steel w/ FRP)",12/20/1998, ,
23B,6-330024,5000,Closure,Diesel,"Composite (Steel w/ FRP)",12/20/1998, ,
23C,6-330024,5000,Closure,Diesel,"Composite (Steel w/ FRP)",12/20/1998, ,
23D,6-330024,5000,Closure,Diesel,"Composite (Steel w/ FRP)",12/20/1998, ,
1,6-330025,6000,Active,"Regular Gasoline","Cathodically Protected Steel (Galvanic)",09/01/1989, ,
2,6-330025,12000,Active,"Offroad Diesel","Cathodically Protected Steel (Galvanic)",09/01/1989, ,
1,6-330026,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1974, ,
1,6-330027,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",07/01/1982, ,
2,6-330027,5000,Closure,"Regular Gasoline",Unknown,12/22/1988, ,
1,6-330028,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",05/22/1974, ,
1,6-330029,1000,Closure,Diesel,Unknown,01/01/1980, ,
2,6-330029,1000,Closure,"Regular Gasoline",Unknown,01/01/1980, ,
1,6-330030,3000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1980, ,
1,6-330031,10000,Closure,"Not Listed",Unknown,01/01/1975, ,
1,6-330032,5000,Closure,Gasohol,"Asphalt Coated or Bare Steel",01/01/1979, ,
1,6-330033,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",10/01/1973, ,
2,6-330033,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",10/01/1979, ,
3,6-330033,10000,Closure,"Regular Gasoline","Composite (Steel w/ FRP)",12/02/1999, ,
1,6-330034,10000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",09/01/1976, ,
2,6-330034,10000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",09/01/1976, ,
3,6-330034,10000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",09/01/1976, ,
4,6-330034,10000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",09/01/1976, ,
5,6-330034,12000,Active,Diesel,"Asphalt Coated or Bare Steel",09/01/1976, ,
6,6-330034,2000,Active,Diesel,"Asphalt Coated or Bare Steel",09/01/1976, ,
7,6-330034,1000,Active,"New Motor Oil","Composite (Steel w/ FRP)",06/01/1988, ,
8,6-330034,1000,Active,"New Motor Oil","Composite (Steel w/ FRP)",06/01/1988, ,
9,6-330034,1000,Active,"New Motor Oil","Composite (Steel w/ FRP)",06/01/1988, ,
10,6-330034,500,Active,"New Motor Oil","Composite (Steel w/ FRP)",06/01/1988, ,
11,6-330034,12000,Active,"Regular Gasoline","Cathodically Protected Steel (Galvanic)",05/15/1996, ,
12,6-330034,6000,Active,Diesel,"Cathodically Protected Steel (Galvanic)",05/15/1996, ,
13,6-330034,6000,Active,"Premium Gasoline","Cathodically Protected Steel (Galvanic)",05/15/1996, ,
14,6-330034,4000,Active,"Premium Gasoline","Cathodically Protected Steel (Galvanic)",05/15/1996, ,
15,6-330034,2000,Active,"Offroad Diesel","Cathodically Protected Steel (Galvanic)",05/15/1996, ,
16,6-330034,2000,Active,"Used Oil","Composite (Steel w/ FRP)",06/01/1988, ,
1,6-330035,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1972, ,
2,6-330035,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1972, ,
3,6-330035,4000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1976, ,
1,6-330036,4000,Closure,"Regular Gasoline","Epoxy Coated Steel",01/01/1970, ,
2,6-330036,3000,Closure,Diesel,"Epoxy Coated Steel",01/01/1970, ,
3,6-330036,4000,Closure,Diesel,"Epoxy Coated Steel",01/01/1970, ,
4,6-330036,5000,Closure,"Regular Gasoline","Epoxy Coated Steel",01/01/1978, ,
1,6-330037,10000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1978, ,
2,6-330037,12000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1978, ,
3,6-330037,1000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1956, ,
4,6-330037,2000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1961, ,
5,6-330037,14000,Active,"Aviation Gas","Composite (Steel w/ FRP)",09/01/1997, ,
6,6-330037,6000,Active,"Jet Fuel","Fiberglass Reinforced Plastic",05/01/2004, ,
1,6-330038,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/22/1988, ,
2,6-330038,1000,Closure,Diesel,"Asphalt Coated or Bare Steel",12/22/1988, ,
1,6-330039,3800,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1976, ,
2,6-330039,3800,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1976, ,
1,6-330040,3000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/22/1988, ,
1,6-330041,4000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1975, ,
2,6-330041,4000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1975, ,
3,6-330041,2000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1980, ,
4,6-330041,5000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1991, ,
1,6-330042,2000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1983, ,
2,6-330042,2000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1983, ,
1,6-330043,4000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1978, ,
2,6-330043,4000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1978, ,
1,6-330044,5000,Closure,Diesel,"Asphalt Coated or Bare Steel",08/26/1979, ,
2,6-330044,5000,Closure,Diesel,"Asphalt Coated or Bare Steel",08/26/1979, ,
1,6-330045,500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1976, ,
1,6-330046,10000,Closure,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",01/01/1981, ,
2,6-330046,10000,Closure,Diesel,"Cathodically Protected Steel (Impressed Current)",01/01/1977, ,
3,6-330046,2000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1971, ,
4,6-330046,6000,Closure,"Regular Gasoline","Fiberglass Reinforced Plastic",01/01/1994, ,
5,6-330046,6000,Closure,Diesel,"Fiberglass Reinforced Plastic",01/01/1994, ,
1,6-330047,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1976, ,
2,6-330047,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1976, ,
3,6-330047,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1976, ,
4,6-330047,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1976, ,
1,6-330048,12000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1980, ,
2,6-330048,12000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1980, ,
3,6-330048,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/19/1980, ,
4,6-330048,1000,Closure,"Not Listed","Asphalt Coated or Bare Steel",01/01/1980, ,
1,6-330049,2000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1980, ,
2,6-330049,2000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1980, ,
