"Facility ID","Facility Name","Owner Name","Facility Address","Facility Zip","Facility Status","Facility Type","Facility Phone",City,"Last Inspection",Latitude,Longitude,"Date Certified","Drinking Water Source","UST ID"
5-390023,"HAROLD W & STEVE ISAAK","HAROLD W & STEVE ISAAK","3371 S ROCK CREEK RD",83211,Closure,Farm,,"AMERICAN FALLS", ,,,04/10/2000,Yes,4835
5-390024,"ESTHER E ISAAK","ESTHER E ISAAK","3235 Isaak Ln",83211,Closure,Farm,,"AMERICAN FALLS",7/14/2010,42.72880000,-112.90017000,01/17/1986,Yes,4868
5-390025,"NICHOLS 66/ABC AUTO","EARL NICHOLS","180 ROOSEVELT ST",83211,Closure,"Not Listed",,"AMERICAN FALLS", ,42.78350000,-112.85536000,07/14/1992,Yes,4836
5-390027,"ALVIN E KNUDSEN","ALVIN E. KNUDSEN","2700 WEST 2100 SOUTH",83210,Closure,"Not Listed",,ABERDEEN, ,,,01/20/1986,Yes,4870
5-390028,"ART KRESS & SONS INC 2","ART KRESS & SONS INC","3584 S LIBERTY LN",83211,Active,Farm,,"AMERICAN FALLS",5/25/2023,42.67948000,-113.08266000,06/23/1999,Yes,4871
5-390029,"MEADOWS DRYLLAND FARMS","WILLIAM J. MEADOWS,WILLIAM J MEADOWS","2781 ROCKY HOLLOW LN, HC 76 BOX 2180",83211,Closure,Farm,,"AMERICAN FALLS", ,42.62509200,-112.84445400,11/01/1991,Yes,4872
5-390030,"GRANT NEIBAUR & SONS FARM","GRANT NEIBAUR & SONS FARMS","2374 NEIBAUER RD",83211,Closure,Farm,,"AMERICAN FALLS", ,,,08/21/1998,Yes,4873
5-390031,"KEITH PHILLIPS","KEITH PHILLIPS","3741 CENTER PLEASANT VALLEY RD",83211,Closure,"Not Listed",,"AMERICAN FALLS", ,,,05/04/1986,Yes,4874
5-390032,"AMERICAN FALLS READY MIX","CHARLES HORROCKS,POCATELLO READY MIX INC (Scott Horrocks)","100 WHITMAN ST",83211,Closure,Truck/Transporter,,"AMERICAN FALLS", ,,,04/06/1995,Yes,4875
5-390033,"AMERICAN FALLS SHOP","Power County Highway District","139 VAN BUREN ST
PO BOX 513",83211,Closure,"Local Government",,"AMERICAN FALLS", ,,,07/12/1994,Yes,4876
5-390034,"R & G POTATO COMPANY INC","R & G POTATO CO INC","2662 LAKEVIEW RD",83211,Closure,Other,,"AMERICAN FALLS", ,,,04/21/1986,Yes,4877
5-390035,"C & J CHAIN SAWS","C & J CHAIN SAWS,GERALD J. MAUCH","503 FORT HALL",83211,Closure,"Gas Station",,"AMERICAN FALLS", ,,,03/30/1992,Yes,4878
5-390036,"ROWLAND'S INC","ROWLAND'S INC","1141 ROWLAND LN",83204,Closure,Commercial,,POCATELLO, ,42.91719000,-112.52158000,11/02/1991,Yes,4879
5-390037,"SELCHO OIL COMPANY","SELCHO OIL CO,HOWARD SELCHO","MADISON & OREGON TRAIL ST",83211,Closure,Other,,"AMERICAN FALLS", ,42.78972000,-112.85421800,01/07/1986,Yes,4880
5-390038,"TIEDE FARMS","FRED TIEDE","3502 S PLEASANT VALLEY RD",83211,Closure,Farm,,"AMERICAN FALLS", ,,,01/11/2000,Yes,4881
5-390039,"OTTO L TIEDE","OTTO L. TIEDE,OTTO L TIEDE","2702 RUSSET RD",83211,Closure,Farm,,"AMERICAN FALLS", ,,,08/18/1995,Yes,4882
5-390040,"WEISENBURGER & SONS INC","CECIL WEISENBURGER,WEISENBURGER & SONS INC","3853 RAST RD",83211,Closure,Farm,,"AMERICAN FALLS", ,,,09/25/1993,Yes,4883
5-390041,"SUNSET AVIATION","JOE WERENKA,NORTHWEST GROWERS SUPPLY INC","PO BOX 353",83211,Closure,Other,,"AMERICAN FALLS", ,42.79612800,-112.82915600,03/08/2000,Yes,4884
5-390042,"HAROLD WHITTIER SHOP","HAROLD WHITTIER","2351 RAMSEY RD",83211,Closure,Farm,,"AMERICAN FALLS", ,,,06/23/1993,Yes,4885
5-390044,"W & W QUICK PICK","Robert Wilkes, Sr","104 IDAHO ST",83211,Closure,"Gas Station",,"AMERICAN FALLS", ,42.78481000,-112.85656000,08/27/1993,Yes,4886
5-390045,"MID CRYSTAL FARMS (HANS HAYDEN)","MID CRYSTAL FARMS (HANS HAYDEN)","3747 MID CRYSTAL RD",83212,Closure,Farm,,ARBON, ,,,10/04/2004,Yes,4887
5-390046,"NORMAN DAVIS","NORMAN DAVIS","1392 CHURCH RD",83212,Closure,Farm,,ARBON, ,,,01/01/1992,Yes,4888
5-390047,"ARBON VALLEY DIST SHOP","Power County Highway District","4361 ARBON HWY",83212,Active,"Local Government",208-335-2148,ARBON,6/7/2022,42.57193000,-112.55797000,12/06/1995,Yes,4889
5-390048,"ROCKING N RANCH INC","ROCKING N RANCH INC","4798 BAILEY RD",83212,Closure,Farm,,ARBON, ,,,08/03/1999,Yes,4890
5-390049,"GAIL M WOOD","GAIL M. WOOD,GAIL M WOOD","1448 W BOWEN LN",83212,Closure,Farm,,ARBON, ,,,12/08/1998,Yes,4891
5-390050,"POCATELLO JCT.",AT&T,"END OF TRAIL CREEK RD",83204,Closure,Utilities,,POCATELLO, ,42.84828000,-112.51686000,07/07/1998,Yes,4892
5-390052,"J.R. Simplot Don Plant","J R SIMPLOT CO","1150 W HWY 30",83204,Active,Industrial,,POCATELLO,5/3/2024,42.90937000,-112.52401000,10/10/2002,Yes,4917
5-390061,"RONALD L NELSON","RONALD L. NELSON,RONALD L NELSON","3370 ROCK CK RD",83271,Closure,Farm,,ROCKLAND, ,42.70852000,-112.92555000,01/10/1992,Yes,4919
5-390062,"POWER COUNTY HIGHWAY DIST 1","Power County Highway District","123 W Paiute",83271,Active,"Local Government",,ROCKLAND,6/7/2022,42.57134000,-112.87643000,07/12/1994,Yes,4920
5-390063,"WESTAN FARMS PARTNERSHIP","WESTAN FARMS PARTNERSHIP","4448 ST HWY 37",83271,Closure,Farm,,ROCKLAND, ,42.55243000,-112.86945000,01/21/1992,Yes,4921
5-390064,"LAKEVIEW TRUCK STOP","Linda Pence","E INTERCHANGE OF I-86 EXIT 40",83211,Closure,"Gas Station",,"AMERICAN FALLS",3/30/2015,42.79270000,-112.82459000,01/11/1992,Yes,4922
5-390065,"EXCALIBUR RANCHES INC","EXCALIBUR RANCHES INC","7 MI SE OF ROCKLAND",83271,Closure,Farm,,ROCKLAND, ,42.51175000,-112.79073000,07/24/1991,Yes,4923
5-390067,"AMERICAN FALLS","UNION PACIFIC RAILROAD","MP 238",83211,Closure,Railroad,,"AMERICAN FALLS", ,42.79596200,-112.85081200,06/06/1986,Yes,4924
5-390068,"BONANZA LAKE RCLR (QVE)","FEDERAL AVIATION ADMINISTRATION","BONANZA LAKE RD",83211,Closure,"State Government",,"AMERICAN FALLS", ,42.70305000,-113.04927100,03/17/1995,Yes,4925
5-390070,"CALL FARMS","CALL FARMS","4371 W COLDWATER RD",83211,Closure,Farm,,"AMERICAN FALLS", ,,,03/13/1992,Yes,4927
5-390073,"CITY OF AMERICAN FALLS 1","CITY OF AMERICAN FALLS","205 WHITMAN AVE",83211,Closure,"Local Government",,"AMERICAN FALLS", ,42.78888000,-112.85361000,08/21/1991,Yes,4928
5-390074,"L BURGEMIESTER SMS LTD","TONY BUNGEMEISTER,L BURGEMIESTER SMS LTD","2402 QUIGLEY",83211,Closure,"Not Listed",,"AMERICAN FALLS", ,,,10/24/1998,Yes,4929
5-390077,"AMERICAN FALLS SCHOOL DIS","AMERICAN FALLS SCHOOL DIST #381","827 FORT HALL AVE",83211,Closure,"Local Government",,"AMERICAN FALLS", ,42.77957000,-112.85766000,11/05/1991,Yes,4930
5-390078,"WASTE WATER TREATMENT PLANT","CITY OF AMERICAN FALLS","2250 S VALDEZ ST",83211,Closure,"Local Government",,"AMERICAN FALLS",9/19/2014,42.77437000,-112.87181000,10/06/2011,Yes,4931
5-390079,"GOLF COURSE SHOP","CITY OF AMERICAN FALLS","1580 FAIRWAY",83211,Closure,"Local Government",,"AMERICAN FALLS", ,,,08/25/1999,Yes,4932
5-390080,"WILLOW BAY RECREATION AREA","CITY OF AMERICAN FALLS","2730 MARINA RD",83211,Closure,"Local Government",,"AMERICAN FALLS", ,,,02/25/1992,Yes,4933
5-390081,"CITY OF AMERICAN FALLS 2","CITY OF AMERICAN FALLS","LEE ST & HILLCREST AVE",83211,Closure,"Local Government",,"AMERICAN FALLS", ,42.79243700,-112.84500700,08/21/1991,Yes,4934
5-390600,"SORTING TECHNOLOGY","SORTING TECHNOLOGY","2775 NEU RD",83211,Closure,Industrial,,"AMERICAN FALLS", ,,,09/09/1991,Yes,4936
5-390602,"AMERICAN FALLS AIRPORT","DAN NEU,POWER COUNTY","2681 AIRPORT RD",83211,Closure,"Local Government",,"AMERICAN FALLS", ,42.79821200,-112.82554200,10/04/1991,Yes,4937
5-390604,"ROBERT ZIMMERMAN","ROBERT ZIMMERMAN","2927 LEYSHON RD",83211,Closure,Farm,,"AMERICAN FALLS", ,,,04/27/1992,Yes,4939
5-390605,"POWER COUNTY COURT HOUSE","POWER COUNTY","543 BANNOCK AVE",83211,Closure,"Local Government",,"AMERICAN FALLS", ,42.78307000,-112.84924000,05/05/1992,Yes,4047
5-390606,"LEO FEHRINGER","LEO FEHRINGER","1964 BIG SKY RD",83204,Closure,Farm,,POCATELLO, ,42.91101000,-112.63417000,04/28/1992,Yes,4048
5-390607,"BRIGGS & HENDRICKSON TRANSPORTATION CO","BRIGGS & HENDRICKSON TRANS INC","2949 S FRONTAGE RD",83211,Closure,Other,,"AMERICAN FALLS", ,42.76953900,-112.86014600,07/03/1992,Yes,4049
5-390611,"WADE POVEY FARMS","WADE POVEY,WADE POVEY FARMS","2479 POVEY RD",83211,Closure,Farm,,"AMERICAN FALLS", ,,,04/12/1999,Yes,4050
5-390612,"POWER COUNTY WEED CONTROL","POWER COUNTY","2745 FAIRGROUNDS RD",83211,Closure,"Local Government",,"AMERICAN FALLS", ,42.79692400,-112.82919600,12/21/1993,Yes,4051
5-390613,"Power County Highway District","Power County Highway District","4347 ARBON VALLEY HWY",83212,Closure,"Gas Station",,ARBON, ,42.57094000,-112.55884000,01/29/2014,Yes,4052
5-390614,"FALLS VIEW CEMETERY DIST","FALLS VIEW CEMETERY MAINTENANCE DIST","2936 MCKINLEY ST",83211,Closure,Other,,"AMERICAN FALLS", ,,,05/31/2001,Yes,4053
5-390615,"FUNK'S MACHINE & FABRICATION","ARLEN TROY FUNK,FUNK'S MACHINE & FABRICATION","2835 W HWY 39",83211,Closure,Commercial,,"AMERICAN FALLS", ,,,12/11/1995,Yes,4054
5-390616,"SCHMIDT OIL LLC","STAN SCHMIDT","130 E SHOSHONE",83271,Active,"Gas Station",,ROCKLAND,5/26/2022,42.57005000,-112.87534000,06/21/2002,Yes,4170
5-390617,"Power County Highway District","Power County Highway District","3090 Lambweston Rd",83211,Active,"Local Government",,"AMERICAN FALLS",6/7/2022,42.77635200,-112.90237600,05/09/2012,Yes,5630
5-390618,"Canyon Falls Farms","AgReserves Inc., dba Canyon Falls Farms","2351 County Line Rd.",83211,Active,Farm,"(208) 226-5551","AMERICAN FALLS",10/26/2021,42.85527300,-113.00746000,10/09/2007,Yes,5785
5-390619,"Double ""L"" Inc.", ,"2698 Lakeview Rd",83211,Closure,Industrial,,"AMERICAN FALLS", ,42.80594700,-112.80394200,,Yes,9a0c014a-11f5-42d3-8d23-00047f750b07
5-390620,"AT&T Communications American Falls ""J""", ,"American Falls",83211,Closure,Utilities,,"AMERICAN FALLS", ,,,,Yes,357a7495-dc0a-455f-8ea8-df0f9133020c
5-390621,"Valley Wide Cooperative #56","Valley Wide Cooperative","2782 Fairgrounds Rd.",83211,Active,"Gas Station",,"AMERICAN FALLS",5/23/2023,42.79201000,-112.83520000,02/19/2022,Yes,ea5846c6-8857-4090-b866-0ca837c56e1f
5-390622,"Maverik Country Store #753","MAVERIK, INC","2790 Pocatello Ave.",83211,Active,"Gas Station",,"AMERICAN FALLS", ,42.79140900,-112.83326200,,Yes,c738ad12-51f3-4223-929c-d0e746dfa77e
6-030672,"BIRCH CREEK RANCHES - HOMEPLACE","BIRCH CREEK RANCHES LLC","SKULL CANYON RD",83464,Closure,Commercial,,"BLUE DOME", ,44.16175000,-112.90855000,11/02/1998,Yes,4618
6-060160,"LITTLE BUTTE RCLR (QVC)","FEDERAL AVIATION ADMINISTRATION","HWY 20",83401,Closure,"Federal Non-Military",,"IDAHO FALLS", ,43.55449000,-112.53808000,03/17/1995,Yes,3364
6-100001,"OAKEY ELECT","OAKEY ELECT","525 W 19TH ST",83402,Closure,Contractor,,"IDAHO FALLS", ,43.48084000,-112.04426000,11/11/1991,Yes,1624
6-100003,"Arnold's Bar X","ARNOLD FEEDLOT INC","3488 LINCOLN RD",83401,Closure,"Gas Station",,"IDAHO FALLS", ,43.51094000,-111.96461000,04/09/1998,Yes,1625
6-100005,"GOLD MEADOW DAIRY","BORDEN INC","101 S EASTERN AVE",83403,Closure,Other,,"IDAHO FALLS", ,43.48930000,-112.03914000,02/05/1990,Yes,1626
6-100006,"MONROC INC 1","MONROC INC","1700 MILLIGAN RD",83405,Closure,Commercial,,"IDAHO FALLS", ,43.48390000,-112.05167000,11/25/1991,Yes,1627
6-100007,"KEITH SKAAR","KEITH SKAAR","363 LARIAT",83404,Closure,Farm,,"IDAHO FALLS", ,43.47031000,-112.02651000,12/15/1991,Yes,1628
6-100008,"Quick Stop","Brad H Hall,Babes Idaho Property, LLC","960 JOHN ADAMS PARKWAY",83401,Active,"Gas Station",,"IDAHO FALLS",4/28/2023,43.49339000,-112.01323000,12/08/2000,Yes,1629
6-100009,Shaka's,"Idaho Falls Sinclair Operating LLC","1520 GRANDVIEW DR",83402,Active,"Gas Station",208-522-3345,"IDAHO FALLS",12/22/2021,43.50431000,-112.05941000,01/17/1996,Yes,1630
6-100011,"WESTERN FARM SERVICE INC","WESTERN FARM SERVICE INC","2144 W 65 E 
aka S YELLOWSTONE HWY",83401,Closure,"Not Listed",,"IDAHO FALLS", ,43.44107000,-112.07582000,05/01/1986,Yes,1631
6-100012,"BUREAU OF LAND MANAGEMENT","BUREAU OF LAND MANAGEMENT","965 LINCOLN RD",83401,Closure,"Federal Non-Military",,"IDAHO FALLS", ,43.51180700,-112.01024500,,Yes,3455
6-100013,"KMART #3173","KMART CORP","1545 W BROADWAY",83401,Closure,Other,,"IDAHO FALLS", ,43.49555000,-112.05974000,12/18/1991,Yes,3456
6-100014,"NORMAN SUPPLY","HARLAN FEREDAY & RICHARD NORMAN","201 S BLVD",83402,Closure,Commercial,,"IDAHO FALLS", ,43.49621300,-112.03335600,11/16/1991,Yes,3457
6-100015,"V-1 OIL CO (5)","BLUE BELL GROUP INC","1700 N HOLMES AVE",83401,Closure,"Gas Station",,"IDAHO FALLS", ,43.51345000,-112.02333000,03/14/2003,Yes,3458
6-100016,"Fast Stop #1147","Fast Stop 1147","1670 E 17TH ST",83404,Active,"Gas Station",,"IDAHO FALLS",5/23/2024,43.48191000,-112.00130000,10/17/2005,Yes,3459
6-100018,"R-M INVESTMENT CO.","R-M INVESTMENT CO","2530 N HOLMES AVE",83401,Closure,"Gas Station",,"IDAHO FALLS", ,43.51868000,-112.02326000,11/01/1991,Yes,3460
6-100019,"Fast Stop #2249","Fast Stop US LLC","520 E 17TH ST",83401,Active,"Gas Station",,"IDAHO FALLS",11/10/2021,43.48214000,-112.02330000,06/30/1999,Yes,3461
6-100020,"BERRY OIL","BERRY PROPERTIES","1900 S YELLOWSTONE AVE",83402,Active,"Gas Station",,"IDAHO FALLS",11/27/2024,43.48070000,-112.04722000,12/26/2002,Yes,3462
6-100021,"D & G FARMS","WILLIAM J. DEMOTT,D & G FARMS","3787 N 105 W",83402,Closure,Farm,"(208) 522-1176","IDAHO FALLS", ,43.53082000,-112.24338000,11/20/1998,Yes,3463
6-100022,"AERO MARK INC","ROBERT A. HOFF,AERO MARK INC","1940 INTERNATIONAL WY #2",83402,Active,"Air Taxi (Airline)",,"IDAHO FALLS",3/21/2024,43.51256000,-112.06921000,05/03/2013,Yes,3464
6-100024,"BOISE CASCADE BMD WHOLESALE","BOISE CASCADE","3890 BOMBARDIER AVE",83403,Closure,Commercial,,"IDAHO FALLS", ,43.46436000,-112.06528000,10/31/1991,Yes,3534
6-100025,"HARRY MESSENGER","HARRY MESSENGER","1995 N HOLMES",83401,Closure,Other,,"IDAHO FALLS", ,43.51430000,-112.02473000,01/10/1992,Yes,3535
6-100026,"VERDEAN BODILY OIL CO","DAVID O. KINGSTON","1594 W BROADWAY",83401,Closure,"Not Listed",,"IDAHO FALLS", ,43.49739000,-112.06286000,04/10/1986,Yes,3536
6-100028,"FORMER BROADWAY TEXACO","ALEX D CREEK","1425 W BROADWAY",83405,Closure,"Gas Station",,"IDAHO FALLS", ,43.49651000,-112.05608000,01/24/1992,Yes,3538
6-100029,"NAVE'S GLASS","FORDE JOHNSON OIL CO INC","1395 S HOLMES AVE",83404,Closure,"Gas Station",,"IDAHO FALLS", ,43.48539000,-112.02359000,10/30/1991,Yes,3539
6-100030,"BLAINE OSWALD SERVICE","FORDE JOHNSON OIL CO INC","555 YELLOWSTONE AVE",83402,Closure,"Gas Station",,"IDAHO FALLS", ,43.49322000,-112.03754000,12/03/2009,Yes,3540
6-100032,"Stinker Store #28","JOSHNIK, LLLP","496 E 1ST ST",83402,Active,"Gas Station",208-529-8488,"IDAHO FALLS",12/11/2024,43.49668000,-112.02430000,12/26/2002,Yes,3541
6-100033,"Stinker Store #27","JOSHNIK, LLLP","1485 W BROADWAY",83405,Active,"Gas Station",208-542-0010,"IDAHO FALLS",12/11/2024,43.49634000,-112.05786000,12/26/2002,Yes,3542
6-100034,"ARNOLD MACHINERY CO","ARNOLD MACHINERY CO","3330 N YELLOWSTONE HWY",83401,Closure,Industrial,,"IDAHO FALLS", ,43.52601000,-111.98766000,09/23/1991,Yes,3543
6-100035,"NORTH HIGHLANDER FARMS INC 2","NORTH HIGHLANDER FARMS INC","E LINCOLN RD",83401,Closure,Farm,,"IDAHO FALLS", ,43.51077000,-111.95311000,11/30/1991,Yes,3544
6-100036,"On The Run #80213","Parkland USA Corporation,Conrad & Bischoff","615 E IONA RD",83401,Active,"Local Government",,"IDAHO FALLS",12/16/2022,43.52596000,-112.02145000,02/05/2014,Yes,3545
6-100038,"LEONARD PETROLEUM EQUIPMENT","Leonard Petroleum Equipment","3901 N YELLOWSTONE 
PO BOX 2303",83403,Closure,"Not Listed",,"IDAHO FALLS", ,43.53082000,-111.98045000,,Yes,3546
6-100039,"Snake River Plains Potatoes","Alan Carlton","10971 N Yellowstone",83454,Closure,Truck/Transporter,208-542-0848,UCON,7/6/2015,43.59470000,-111.96393000,10/01/1991,Yes,3547
6-100040,"HERBS EZ-ZE-STOP","HERBERT F  & EDNA SHON","5380 W BROADWAY",83402,Active,"Gas Station","(208) 529-9090","IDAHO FALLS",12/22/2023,43.49743000,-112.14013000,10/29/2002,Yes,3548
6-100041,"IMPERIAL MOTORS INC","IMPERIAL MOTORS INC","883 SHOUP",83402,Closure,"Not Listed",,"IDAHO FALLS", ,43.49634000,-112.03670000,,Yes,3549
6-100042,"DALE J JENSEN","DALE J JENSEN","9291 N 35TH",83402,Closure,Farm,,"IDAHO FALLS", ,43.57944000,-112.10346000,01/16/1992,Yes,3550
6-100043,"GOLDEN WEST IRRIGATION 1","T&C Investments LLC","4755 N Haroldsen Dr",83401,Closure,Commercial,,"IDAHO FALLS", ,43.53846000,-112.00665000,07/09/2006,Yes,3897
6-100044,"SMITH CHEVROLET CO INC","SMITH CHEVROLET CO INC","1255 N HOLMES",83401,Closure,"Auto Dealership",,"IDAHO FALLS", ,43.50727200,-112.02434700,01/21/1992,Yes,3898
6-100045,"IDAHO ARMY NATIONAL GUARD FMS #6","IDAHO ARMY NATIONAL GUARD JFHQ-ID/JICE-EE","575 W 21ST ST",83402,Closure,"Federal Military",208-272-7194,"IDAHO FALLS",9/13/2011,43.47841800,-112.04539000,10/28/2005,Yes,3899
6-100046,"UCON STATION","UNION PACIFIC RAILROAD","MP 7.6",83454,Closure,Railroad,,UCON, ,43.59131300,-111.96774400,06/06/1986,Yes,3900
6-100047,"PARAMOUNT SUPPLY CO","PARAMOUNT SUPPLY CO","1474 W ATLANTA ST",83402,Closure,Commercial,,"IDAHO FALLS", ,43.49530000,-112.05678000,11/04/1991,Yes,3901
6-100048,"AMERICAN PLUMBING CO.","AMERICAN PLUMBING CO","2425 ROLLANDET",83402,Closure,Contractor,,"IDAHO FALLS", ,43.47641000,-112.04317000,08/11/1995,Yes,3902
6-100049,"R&R TEXACO CAR CARE","ALEX D CREEK","1130 E 17TH ST",83404,Closure,"Gas Station",,"IDAHO FALLS", ,43.48228000,-112.01366000,12/11/1998,Yes,3903
6-100050,"COMMONS WALSH DIST","COMMONS WALSH DIST","530 W 21ST ST",83402,Closure,Commercial,,"IDAHO FALLS", ,43.47945000,-112.04399000,10/31/1991,Yes,3904
6-100051,"COMINCO AMERICAN INC","COMINCO AMERICAN INCORPORATED","3755 ST LEON RD",83401,Closure,"Not Listed",,"IDAHO FALLS", ,43.52981700,-112.00504700,04/24/1986,Yes,3905
6-100052,"ANR FREIGHT SYSTEM","ANR FREIGHT SYSTEM","1545 W SUNNYSIDE RD",83402,Closure,Truck/Transporter,,"IDAHO FALLS", ,43.46724000,-112.05966000,02/10/1993,Yes,3906
6-100053,"Fast Stop #2248","Fast Stop US LLC","1940 W BROADWAY",83401,Active,"Gas Station","(208) 359-4253","IDAHO FALLS",11/10/2021,43.49707000,-112.06892000,05/31/1994,Yes,3907
6-100054,"Fast Stop #2247","Fast Stop US LLC","1003 S Boulevard",83401,Active,"Gas Station",,"IDAHO FALLS",11/10/2021,43.48860000,-112.03331000,09/04/2002,Yes,3908
6-100055,"REGION 6 OFFICE","IDAHO DEPT OF FISH & GAME","1515 LINCOLN RD",83401,Closure,"State Government",,"IDAHO FALLS", ,43.51154000,-112.00322000,12/24/1992,Yes,3909
6-100056,"#53 IDAHO FALL STATION","Stinker Stores","1502 BROADWAY",83401,Closure,"Gas Station",,"IDAHO FALLS", ,43.49700000,-112.05867000,01/07/1992,Yes,3910
6-100057,"HERTZ USED CAR SALES","OVERLAND WEST INC","1520 SKYLINE DR",83402,Closure,"Auto Dealership",,"IDAHO FALLS", ,43.51001000,-112.06283000,12/01/1992,Yes,3911
6-100058,"COUNTRY CORNER","Mark Mikesell","3480 E 1ST ST",83406,Active,"Gas Station",208-523-3772,"IDAHO FALLS",8/26/2021,43.49605000,-111.96475000,05/17/1996,Yes,3912
6-100059,"SPEEDI MART","Speedi Corporation of Idaho Falls","415 E ANDERSON",83401,Active,"Gas Station",208-524-1092,"IDAHO FALLS",5/3/2024,43.51152000,-112.02610000,09/27/1996,Yes,3913
6-100060,MINIT-LUBE,"WALDNER ENTERPRISES INC","570 PANCHERI",83402,Closure,Other,,"IDAHO FALLS", ,43.48384000,-112.04549000,03/03/1997,Yes,4698
6-100061,"TEX CREEK WILDLIFE MGMT A REA","IDAHO DEPT OF FISH & GAME","13750 MEADOW CK RD",83401,Closure,"State Government",,"IDAHO FALLS", ,43.44215000,-111.66844000,09/27/1992,Yes,3914
6-100062,"PINECREST GOLF COURSE","CITY OF IDAHO FALLS","701 E ELVA",83401,Closure,"Local Government",,"IDAHO FALLS", ,43.50431000,-112.01988000,12/20/1991,Yes,3982
6-100063,"ROSEHILL CEMETERY","CITY OF IDAHO FALLS",ROLLANDET,83402,Closure,"Local Government",,"IDAHO FALLS", ,43.47581000,-112.04096000,05/05/1986,Yes,3983
6-100064,"TAUTPHAUS PARK","CITY OF IDAHO FALLS",ROLLANDET,83402,Closure,"Local Government",,"IDAHO FALLS", ,43.47225000,-112.03728000,05/05/1986,Yes,3984
6-100065,"ELECTRIC DIVISION","CITY OF IDAHO FALLS","140 S CAPITAL",83402,Closure,"Local Government",,"IDAHO FALLS", ,43.49058000,-112.04361000,12/19/1991,Yes,3985
6-100066,"IRWIN TRADING POST","EUGENE CHAMPION","3388 HWY 26",83428,Closure,"Gas Station",,IRWIN, ,43.40563000,-111.29448000,01/02/1995,Yes,3986
6-100067,"WASTEWATER TREATMENT PLANT","CITY OF IDAHO FALLS","4055 Glen Koester Ln",83401,Closure,"Local Government",,"IDAHO FALLS", ,43.46255000,-112.06966000,12/19/1991,Yes,3987
6-100068,"FIELDING MEMORIAL CEMETERY","CITY OF IDAHO FALLS","S YELLOWSTONE HWY",83402,Closure,"Local Government",,"IDAHO FALLS", ,43.45670800,-112.06708500,05/05/1986,Yes,3988
6-100069,"Howard Taylor & Sons Farm","Carl Taylor","8307 W 81 N",83402,Closure,Farm,,"IDAHO FALLS",8/4/2022,43.56836000,-112.19933000,09/04/2001,Yes,3989
6-100070,AIRPORT,"CITY OF IDAHO FALLS","FANNING FIELD",83401,Closure,"Local Government",,"IDAHO FALLS", ,43.51503000,-112.06732000,05/05/1986,Yes,3990
6-100071,"CITY IF EQUIPMENT SHOP","CITY OF IDAHO FALLS","2470 N HOLMES",83405,Closure,"Local Government",,"IDAHO FALLS", ,43.51853000,-112.02232000,12/20/1991,Yes,3991
6-100072,"FIRE STATION #3 (FORMER)","CITY OF IDAHO FALLS","GRANDVIEW & SKYLINE",83405,Closure,"Local Government",,"IDAHO FALLS", ,43.50433000,-112.06356000,12/19/1991,Yes,3992
6-100073,"FIRE STATION #4","CITY OF IDAHO FALLS","1695 LINCOLN RD",83401,Closure,"Local Government",,"IDAHO FALLS", ,43.51144000,-111.99954000,12/19/1991,Yes,3993
6-100074,"CITY OF IDAHO FALLS, WELL","CITY OF IDAHO FALLS","200 DALE DR",83405,Closure,Utilities,,"IDAHO FALLS", ,43.49570000,-112.07224000,12/23/1991,Yes,3994
6-100076,"SIMPLOT SOILBUILDERS (2)","J R SIMPLOT CO","2188 W 145 N",83402,Closure,Industrial,,"IDAHO FALLS", ,43.62489000,-112.07574000,11/04/1991,Yes,3995
6-100077,"BRENT CALL","BRENT CALL","11240 N 35th W 
aka OSGOOD & TWIN BUTTE RD",83401,Closure,"Not Listed",,"IDAHO FALLS", ,43.59657000,-112.10244000,05/01/1986,Yes,3996
6-100078,"RAY GROTH OIL CO INC","RAY GROTH OIL CO INC","450 S YELLOWSTONE",83405,Closure,"Gas Station",,"IDAHO FALLS", ,43.48678000,-112.04226000,11/01/1991,Yes,3997
6-100079,"RAY GROTH OIL CO INC","RAY GROTH OIL CO INC","2005 FIRST ST",83405,Closure,"Gas Station",,"IDAHO FALLS", ,43.49707000,-111.99374000,07/01/1992,Yes,3998
6-100080,"Hitt The Road #2","Voyager Enterprises LLC,Jarom Christensen","955 NORTHGATE MILE",83401,Active,"Gas Station","(208) 529-0761","IDAHO FALLS",4/11/2024,43.50477000,-112.02579000,12/08/2003,Yes,3999
6-100081,"C REINHART & SONS","CLARENCE REINHART","2717 AIRWAY RD",83402,Closure,"Not Listed",,"IDAHO FALLS", ,43.51251000,-112.08351000,05/07/1986,Yes,4701
6-100082,"CONTINENTAL BAKING CO","CONTINENTAL BAKING CO","365 E ANDERSON",83401,Closure,"Not Listed",,"IDAHO FALLS", ,43.51159000,-112.02780000,04/12/1986,Yes,4000
6-100083,"RAY GROTH OIL CO INC","RAY GROTH OIL CO INC","595 W 25TH ST",83402,Closure,"Petroleum Distributor",,"IDAHO FALLS", ,43.47535000,-112.04686000,11/01/1991,Yes,4001
6-100084,"GEM STATE RENTALS","WILLIAM BURNS","580 W 19TH ST",83402,Closure,"Not Listed",,"IDAHO FALLS", ,43.48124000,-112.04534000,05/07/1986,Yes,4002
